boro_code,boro_ct201,boro_name,cdeligibil,ct2010,ctlabel,ntacode,ntaname,puma,shape_area,shape_leng,BoroCTLbl,tract_race_acs2018_Total,tract_race_acs2018_White,tract_race_acs2018_Black,tract_race_acs2018_Native,tract_race_acs2018_Asian,tract_race_acs2018_Pacific Islander,tract_race_acs2018_Other,tract_race_acs2018_Two or More,Hospital N,Addresss,System,Number of,GFA,Year built,Latitude,Longitude
"3","3031300",Brooklyn,E,"031300","313",BK61,Crown Heights North,"4006",1832521.6585899998899549245834350585938,5465.7870245499998418381437659263611,Brooklyn 313,"4675","832","3500","20","71","0","93","159",Interfaith Medical Center,"1545 Atlantic Avenue, Brooklyn, NY 11213",Others,"287","328,792","1928",40.678378400000000,-73.939596199999997
"3","3096200",Brooklyn,I,"096200","962",BK50,Canarsie,"4009",1920772.1574099999852478504180908203125,5460.1154744300001766532659530639648,Brooklyn 962,"1864","102","1585","17","19","0","111","30",Brookdale Hospital Medical Center,"1 Brookdale Plaza, Brooklyn, NY 11212",Others,"530","511,776","1961",40.654917200000000,-73.914885799999993
"4","4071305",Queens,I,"071305","713.05",QN17,Forest Hills,"4108",1418825.2502999999560415744781494140625,5274.4545864399997299187816679477692,Queens 713.05,"5117","2881","125","0","1534","0","482","95",Long Island Jewish Forest Hills,"102-01 66th Road, Forest Hills, NY 11375",Northwell,"312","289,415","1953",40.729058000000002,-73.853763200000003
"4","4017800",Queens,E,"017800","178",QN55,South Ozone Park,"4113",2054270.5778500000014901161193847656250,7512.8296220399997764616273343563080,Queens 178,"2365","220","1097","19","352","76","345","256",Jamaica Hospital Medical Center,"89-10 Van Wyck Expressway, Jamaica, NY 11418",Others,"402","484,470","1987",40.700592999999998,-73.818528700000002
"4","4084000",Queens,E,"084000","840",QN55,South Ozone Park,"4113",6120458.0940699996426701545715332031250,11400.1728932000005443114787340164185,Queens 840,"6399","782","1115","20","2721","0","1314","447",Jamaica Hospital Medical Center,"89-10 Van Wyck Expressway, Jamaica, NY 11418",Others,"402","484,470","1987",40.700592999999998,-73.818528700000002
"3","3061002",Brooklyn,I,"061002","610.02",BK19,Brighton Beach,"4018",2430047.0137900002300739288330078125000,7328.4671066399996561813168227672577,Brooklyn 610.02,"4091","4034","0","0","0","0","40","17",Coney Island Hospital,"2601 Ocean Parkway, Brooklyn, NY 11235",Health+,"371","637,100","1931",40.585629800000000,-73.967059300000003
"4","4092200",Queens,I,"092200","922",QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,"4114",6844418.0404399996623396873474121093750,13344.3221658999991632299497723579407,Queens 922,"2025","1984","0","6","35","0","0","0",Mount Sinai Brooklyn,"3201 Kings Highway, Brooklyn, NY 11234",Mount Sinai,"212","151,720","1947",40.618764499999997,-73.945012500000004
"4","4092200",Queens,I,"092200","922",QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,"4114",6844418.0404399996623396873474121093750,13344.3221658999991632299497723579407,Queens 922,"2025","1984","0","6","35","0","0","0",Brookdale Hospital Medical Center,"1 Brookdale Plaza, Brooklyn, NY 11212",Others,"530","511,776","1961",40.654917200000000,-73.914885799999993
"4","4057900",Queens,I,"057900","579",QN19,Glendale,"4110",743111.0914829999674111604690551757813,4076.2853476099999170401133596897125,Queens 579,"1853","1588","12","20","75","0","109","49",Wyckoff Heights Medical Center,"374 Stockholm Street, Brooklyn, NY 11237",Others,"324","360,000","1931",40.704085999999997,-73.919938000000002
"3","3060800",Brooklyn,E,"060800","608",BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,"4016",4308322.4538000002503395080566406250000,17845.8487148999993223696947097778320,Brooklyn 608,"3424","2595","147","0","616","0","23","43",Coney Island Hospital,"2601 Ocean Parkway, Brooklyn, NY 11235",Health+,"371","637,100","1931",40.585629800000000,-73.967059300000003
"3","3061003",Brooklyn,E,"061003","610.03",BK19,Brighton Beach,"4018",902889.4004890000214800238609313964844,4774.8534096399998816195875406265259,Brooklyn 610.03,"1792","788","57","0","426","0","521","0",Coney Island Hospital,"2601 Ocean Parkway, Brooklyn, NY 11235",Health+,"371","637,100","1931",40.585629800000000,-73.967059300000003
"3","3029200",Brooklyn,E,"029200","292",BK27,Bath Beach,"4017",2183295.7119100000709295272827148437500,7237.0686453500002244254574179649353,Brooklyn 292,"2787","1420","94","0","968","0","252","53",Coney Island Hospital,"2601 Ocean Parkway, Brooklyn, NY 11235",Health+,"371","637,100","1931",40.585629800000000,-73.967059300000003
"3","3029400",Brooklyn,I,"029400","294",BK28,Bensonhurst West,"4017",2039332.5524299999233335256576538085938,6711.7193783499997152830474078655243,Brooklyn 294,"2588","1418","182","0","761","0","135","92",Coney Island Hospital,"2601 Ocean Parkway, Brooklyn, NY 11235",Health+,"371","637,100","1931",40.585629800000000,-73.967059300000003
"3","3058900",Brooklyn,I,"058900","589",BK76,Greenpoint,"4001",4574107.5407800003886222839355468750000,12130.3602895999993052100762724876404,Brooklyn 589,"1690","1432","75","0","106","0","34","43",Woodhull Medical & Mental Health Center,"760 Broadway, Brooklyn, NY 11206",Health+,"364","835,231","1972",40.699698800000000,-73.944700299999994
"3","3058900",Brooklyn,I,"058900","589",BK76,Greenpoint,"4001",4574107.5407800003886222839355468750000,12130.3602895999993052100762724876404,Brooklyn 589,"1690","1432","75","0","106","0","34","43",Wyckoff Heights Medical Center,"374 Stockholm Street, Brooklyn, NY 11237",Others,"324","360,000","1931",40.704085999999997,-73.919938000000002
"4","4058100",Queens,E,"058100","581",QN20,Ridgewood,"4110",1549682.7666899999603629112243652343750,5661.3049055700003009405918419361115,Queens 581,"3027","2759","68","0","67","0","83","50",Wyckoff Heights Medical Center,"374 Stockholm Street, Brooklyn, NY 11237",Others,"324","360,000","1931",40.704085999999997,-73.919938000000002
"4","4057700",Queens,I,"057700","577",QN19,Glendale,"4110",2030058.5399299999698996543884277343750,6441.7670955699995829490944743156433,Queens 577,"4194","3598","52","0","160","0","315","69",Wyckoff Heights Medical Center,"374 Stockholm Street, Brooklyn, NY 11237",Others,"324","360,000","1931",40.704085999999997,-73.919938000000002
"4","4061301",Queens,I,"061301","613.01",QN20,Ridgewood,"4110",7603813.9610400004312396049499511718750,15855.6750222999999095918610692024231,Queens 613.01,"6111","4995","72","44","383","0","265","352",Wyckoff Heights Medical Center,"374 Stockholm Street, Brooklyn, NY 11237",Others,"324","360,000","1931",40.704085999999997,-73.919938000000002
"5","5013204",Staten Island,I,"013204","132.04",SI25,Oakwood-Oakwood Beach,"3901",11249695.2327999994158744812011718750000,15213.5610250000008818460628390312195,Staten Island 132.04,"4793","4634","2","0","57","0","52","48",Staten Island University Hosp-North,"475 Seaview Avenue, Staten Island, NY 10305",Northwell,"472","567,517","1978",40.584712699999997,-74.088312700000003
"4","4053500",Queens,I,"053500","535",QN30,Maspeth,"4110",5465859.1646900000050663948059082031250,12525.9556092000002536224201321601868,Queens 535,"1294","930","0","9","0","0","355","0",Wyckoff Heights Medical Center,"374 Stockholm Street, Brooklyn, NY 11237",Others,"324","360,000","1931",40.704085999999997,-73.919938000000002
"4","4059500",Queens,I,"059500","595",QN20,Ridgewood,"4110",4206657.7284199995920062065124511718750,9905.8376808699995308415964245796204,Queens 595,"5303","3879","56","29","319","0","848","172",Wyckoff Heights Medical Center,"374 Stockholm Street, Brooklyn, NY 11237",Others,"324","360,000","1931",40.704085999999997,-73.919938000000002
"2","2035900",Bronx,E,"035900","359",BX17,East Tremont,"3705",1452781.5310700000263750553131103515625,5538.1237479999999777646735310554504,Bronx 359,"1975","250","505","39","47","0","1054","80",St. Barnabas Hospital Health System,"4422 Third Avenue, Bronx, NY 10457",Others,"422","421,234","1943",40.853918000000000,-73.892580100000004
"2","2036100",Bronx,E,"036100","361",BX17,East Tremont,"3705",1760194.0053699999116361141204833984375,5701.0616453299999193404801189899445,Bronx 361,"5547","869","1981","0","2","0","2566","129",St. Barnabas Hospital Health System,"4422 Third Avenue, Bronx, NY 10457",Others,"422","421,234","1943",40.853918000000000,-73.892580100000004
"3","3062200",Brooklyn,E,"062200","622",BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,"4016",2689303.8864199998788535594940185546875,12096.8657946999992418568581342697144,Brooklyn 622,"2842","2389","298","0","60","0","51","44",Coney Island Hospital,"2601 Ocean Parkway, Brooklyn, NY 11235",Health+,"371","637,100","1931",40.585629800000000,-73.967059300000003
"3","3062200",Brooklyn,E,"062200","622",BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,"4016",2689303.8864199998788535594940185546875,12096.8657946999992418568581342697144,Brooklyn 622,"2842","2389","298","0","60","0","51","44","New York Community Hospital of Brooklyn, Inc","2525 Kings Highway, Brooklyn, NY 11229",NewYork-Presbyterian,"134","113,300","1929",40.613795900000000,-73.950539599999999
"4","4002200",Queens,E,"002200","22",QN53,Woodhaven,"4111",1594779.6279500001110136508941650390625,5028.2376207099996463512070477008820,Queens 22,"2231","1036","171","28","288","0","605","103",Jamaica Hospital Medical Center,"89-10 Van Wyck Expressway, Jamaica, NY 11418",Others,"402","484,470","1987",40.700592999999998,-73.818528700000002
"4","4002200",Queens,E,"002200","22",QN53,Woodhaven,"4111",1594779.6279500001110136508941650390625,5028.2376207099996463512070477008820,Queens 22,"2231","1036","171","28","288","0","605","103",Long Island Jewish Forest Hills,"102-01 66th Road, Forest Hills, NY 11375",Northwell,"312","289,415","1953",40.729058000000002,-73.853763200000003
"4","4003000",Queens,E,"003000","30",QN53,Woodhaven,"4111",1200464.4257300000172108411788940429688,5595.2897177200002261088229715824127,Queens 30,"1529","708","83","0","255","0","265","218",Jamaica Hospital Medical Center,"89-10 Van Wyck Expressway, Jamaica, NY 11418",Others,"402","484,470","1987",40.700592999999998,-73.818528700000002
"4","4010800",Queens,E,"010800","108",QN54,Richmond Hill,"4111",1696627.4132499999832361936569213867188,6002.6667087499999979627318680286407,Queens 108,"3448","177","367","0","1333","0","1314","257",Jamaica Hospital Medical Center,"89-10 Van Wyck Expressway, Jamaica, NY 11418",Others,"402","484,470","1987",40.700592999999998,-73.818528700000002
"4","4011800",Queens,E,"011800","118",QN54,Richmond Hill,"4111",1736072.4358999999240040779113769531250,7836.2932753799996135057881474494934,Queens 118,"2625","452","146","27","1093","0","773","134",Jamaica Hospital Medical Center,"89-10 Van Wyck Expressway, Jamaica, NY 11418",Others,"402","484,470","1987",40.700592999999998,-73.818528700000002
"4","4051600",Queens,E,"051600","516",QN34,Queens Village,"4105",1983892.4475300000049173831939697265625,7138.1851908700000421958975493907928,Queens 516,"2017","150","1764","7","0","0","60","36",Queens Hospital Center,"82-68 164th Street, Jamaica, NY 11432",Health+,"269","1,254,367","1939",40.717169300000002,-73.805725199999998
"4","4051600",Queens,E,"051600","516",QN34,Queens Village,"4105",1983892.4475300000049173831939697265625,7138.1851908700000421958975493907928,Queens 516,"2017","150","1764","7","0","0","60","36",Long Island Jewish Medical Center,"270-05 76th Ave, New Hyde Park, NY 11040",Northwell,"1025","2,014,617","1959",40.753290999999997,-73.709252199999995
"1","1030900",Manhattan,E,"030900","309",MN01,Marble Hill-Inwood,"3801",3282243.1186500000767409801483154296875,7744.3337407099998017656616866588593,Manhattan 309,"10663","2177","2366","161","88","0","5187","684",New York-Presbyterian Hospital - Allen Hospital,"5141 Broadway, New York, NY 10034",NewYork-Presbyterian,"196","393,924","1988",40.873370299999998,-73.915299099999999
"4","4099801",Queens,E,"099801","998.01",QN15,Far Rockaway-Bayswater,"4114",4916319.3967100000008940696716308593750,9472.6360965700005181133747100830078,Queens 998.01,"8666","1237","6062","0","170","0","671","526",St. Johns Episcopal Hospital So Shore,"327 Beach 19th Street, Far Rockaway, NY 11691",Others,"257","119,788","1982",40.598602999999997,-73.755766300000005
"4","4018402",Queens,E,"018402","184.02",QN76,Baisley Park,"4112",2287905.7739599999040365219116210937500,7150.5938947100003133527934551239014,Queens 184.02,"2286","197","1601","7","96","0","259","126",Jamaica Hospital Medical Center,"89-10 Van Wyck Expressway, Jamaica, NY 11418",Others,"402","484,470","1987",40.700592999999998,-73.818528700000002
"4","4023600",Queens,E,"023600","236",QN35,Briarwood-Jamaica Hills,"4106",1897473.6702399998903274536132812500000,5717.5559097699997437302954494953156,Queens 236,"3198","822","281","11","1279","0","720","85",Queens Hospital Center,"82-68 164th Street, Jamaica, NY 11432",Health+,"269","1,254,367","1939",40.717169300000002,-73.805725199999998
"4","4023800",Queens,E,"023800","238",QN61,Jamaica,"4112",1686741.5530300000682473182678222656250,5362.8475419799997325753793120384216,Queens 238,"4743","283","633","0","1574","0","2199","54",Jamaica Hospital Medical Center,"89-10 Van Wyck Expressway, Jamaica, NY 11418",Others,"402","484,470","1987",40.700592999999998,-73.818528700000002
"4","4023800",Queens,E,"023800","238",QN61,Jamaica,"4112",1686741.5530300000682473182678222656250,5362.8475419799997325753793120384216,Queens 238,"4743","283","633","0","1574","0","2199","54",Queens Hospital Center,"82-68 164th Street, Jamaica, NY 11432",Health+,"269","1,254,367","1939",40.717169300000002,-73.805725199999998
"4","4043200",Queens,I,"043200","432",QN08,St. Albans,"4112",2600532.6125599998049437999725341796875,9411.9572891999996500089764595031738,Queens 432,"1302","9","1210","0","58","0","10","15",Queens Hospital Center,"82-68 164th Street, Jamaica, NY 11432",Health+,"269","1,254,367","1939",40.717169300000002,-73.805725199999998
"4","4095400",Queens,I,"095400","954",QN12,Hammels-Arverne-Edgemere,"4114",8742496.0916099995374679565429687500000,18088.7607391999990795738995075225830,Queens 954,"5793","1322","3766","59","252","0","227","167",St. Johns Episcopal Hospital So Shore,"327 Beach 19th Street, Far Rockaway, NY 11691",Others,"257","119,788","1982",40.598602999999997,-73.755766300000005
"2","2037400",Bronx,E,"037400","374",BX44,Williamsbridge-Olinville,"3702",1799971.8229300000239163637161254882813,6614.5377322499998626881279051303864,Bronx 374,"3838","477","2286","0","35","0","966","74",Montefiore Medical Center - Henry & Lucy Moses Div,"111 East 210th Street, Bronx, NY 10467",Montefiore,"816","895,256","1972",40.879971900000001,-73.882069999999999
"2","2037400",Bronx,E,"037400","374",BX44,Williamsbridge-Olinville,"3702",1799971.8229300000239163637161254882813,6614.5377322499998626881279051303864,Bronx 374,"3838","477","2286","0","35","0","966","74",Montefiore Medical Center-Wakefield Hospital,"600 East 233rd Street, Bronx, NY 10466",Montefiore,"321","617,567","1957",40.893757200000003,-73.863312899999997
"4","4027600",Queens,E,"027600","276",QN76,Baisley Park,"4112",1708235.3954300000332295894622802734375,6153.8767385199998898315243422985077,Queens 276,"1533","26","1232","0","97","0","162","16",Jamaica Hospital Medical Center,"89-10 Van Wyck Expressway, Jamaica, NY 11418",Others,"402","484,470","1987",40.700592999999998,-73.818528700000002
"4","4027600",Queens,E,"027600","276",QN76,Baisley Park,"4112",1708235.3954300000332295894622802734375,6153.8767385199998898315243422985077,Queens 276,"1533","26","1232","0","97","0","162","16",Queens Hospital Center,"82-68 164th Street, Jamaica, NY 11432",Health+,"269","1,254,367","1939",40.717169300000002,-73.805725199999998
"4","4027800",Queens,E,"027800","278",QN76,Baisley Park,"4112",1887113.1362600000575184822082519531250,5752.4495943399997486267238855361938,Queens 278,"2348","55","1985","0","12","0","168","128",Jamaica Hospital Medical Center,"89-10 Van Wyck Expressway, Jamaica, NY 11418",Others,"402","484,470","1987",40.700592999999998,-73.818528700000002
"4","4027800",Queens,E,"027800","278",QN76,Baisley Park,"4112",1887113.1362600000575184822082519531250,5752.4495943399997486267238855361938,Queens 278,"2348","55","1985","0","12","0","168","128",Queens Hospital Center,"82-68 164th Street, Jamaica, NY 11432",Health+,"269","1,254,367","1939",40.717169300000002,-73.805725199999998
"4","4026400",Queens,E,"026400","264",QN01,South Jamaica,"4112",2739605.1638600002042949199676513671875,8552.6182206600005883956328034400940,Queens 264,"2653","11","1941","0","117","0","535","49",Jamaica Hospital Medical Center,"89-10 Van Wyck Expressway, Jamaica, NY 11418",Others,"402","484,470","1987",40.700592999999998,-73.818528700000002
"4","4026400",Queens,E,"026400","264",QN01,South Jamaica,"4112",2739605.1638600002042949199676513671875,8552.6182206600005883956328034400940,Queens 264,"2653","11","1941","0","117","0","535","49",Queens Hospital Center,"82-68 164th Street, Jamaica, NY 11432",Health+,"269","1,254,367","1939",40.717169300000002,-73.805725199999998
"4","4018200",Queens,E,"018200","182",QN76,Baisley Park,"4112",2762694.8852800000458955764770507812500,7087.1664081899998564040288329124451,Queens 182,"2510","143","1332","30","395","0","456","154",Jamaica Hospital Medical Center,"89-10 Van Wyck Expressway, Jamaica, NY 11418",Others,"402","484,470","1987",40.700592999999998,-73.818528700000002
